ID,type
gi|1011504110|ref|WP_062398647.1|,IIIa
gi|490178889|ref|WP_004077508.1|,IIIa
RBG_13_scaffold_14099_11,IIIc
CG23_combo_of_CG0609_8_20_14_all_150_scaffold_8060_3,IIIc
img_2698597071_3,IIIc
mol321605030446_1_Gottesmanbacteria,IIIc
gwc2_scaffold_9210_4,IIIc
gwa2_scaffold_47144_2,IIIc
cg1_0.2_scaffold_3272_c_4,IIIc
gi|1083535204|gb|OGG34667.1|,IIIc
rifcsplowo2_01_scaffold_7182_31,IIIc
Ig5770_scaffold_3414_3,IIIc
UBA1441contig_19953_11,IIIc
CG08_land_8_20_14_0.20_scaffold_141789_1,IIIc
CG08_land_8_20_14_0.20_scaffold_311_25,IIIc
CG22_combo_CG1013_8_21_14_all_scaffold_27032_2_Parcubacteria,IIIc
cg2_3.0_scaffold_3725_c_7,IIIc
CG_201511_scaffold_25419_1,IIIc
CG_4_10_14_0.8_um_filter_scaffold_1033_22,IIIc
rifcsphigho2_01_scaffold_71747_2,IIIc
CG03_land_8_20_14_0.80_scaffold_45401_2,IIIc
RIFCSPHIGHO2_12_FULL_OD1_42_14_rifcsphigho2_12_scaffold_6219_7,IIIc
CG10_big_fil_rev_8_21_14_0.10_scaffold_1094_21,IIIc
gwa2_scaffold_913_23,IIIc
rifoxyd2_full_scaffold_3430_5,IIIc
gi|503521470|ref|WP_013755793.1|,I
gi|506220048|ref|WP_015739823.1|,I
RBG_16_CP_70_13_RBG_16_scaffold_22096_8,I
gi|1236894643|ref|WP_095045405.1|,I
RBC_41,I
gi|664643791|gb|AIF31469.1|,I
gi|1175344958|ref|WP_081892750.1|,I
gi|1055947567|ref|WP_067489955.1|,I
gi|1054675662|ref|WP_066442271.1|,I
gi|388537986|gb|AFK63174.1|,I
TARA_025.SAMEA2619782.50.0.22-1.6_16872_5,I
gi|908366626|gb|KND56595.1|,I
gi|347800927|gb|AEP20655.1|,I
gi|703265142|emb|CDI73524.1|,I
gi|29726049|gb|AAL46534.1|,I
gi|15281545|gb|AAK94305.1|,I
gi|150014800|gb|ABR57266.1|,I
gi|1064963083|ref|WP_069472570.1|,I
gi|523387592|emb|CDF56957.1|,I
TARA_072.SAMEA2621151.5.0-0.22_7376_5,I
gi|518331021|ref|WP_019501228.1|,I
gi|358252603|gb|AEU04903.1|,I
gi|1111069396|ref|XP_019240739.1|,I
gi|108862318|gb|ABA96140.2|,I
gi|1045366209|dbj|GAU45731.1|,I
gi|223541024|gb|EEF42581.1|,I
gi|9719194|gb|AAF97676.1|,I
gi|657350008|ref|WP_029406688.1|,II
RBC3_1,II
RBC2_37,II
RBC_22,II
RBC_54,II
gi|37730366|gb|AAO13081.1|,II
RBC_16,II
gi|545575122|gb|AGW32479.1|,II
RBCSeed_23,II
RBCSeed_12,II
RBCSeed_48,II
RBCSeed_25,II
RBC2_41,II
gi|223601|prf||0903153A,II
RBCSeed_11,II
gwf2_scaffold_583_77,II/III
RBC_38,II/III
UBA4787contig_1245_80,II/III
RBCSeed_14,II/III
rifcsplowo2_02_scaffold_6002_1,II/III
RBCSeed_26,II/III
bjp_ig2158_scaffold_0_9,II/III
CG_4_10_14_0.2_scaffold_11904_c_5,II/III
RBCSeed_30,II/III
